Folds,Test Acc,Test loss
fold_1,0.9464626908302307,0.1641559600830078
fold_2,0.9324410557746887,0.20457646250724792
fold_3,0.9241555333137512,0.23303428292274475
fold_4,0.9579349756240845,0.14708955585956573
fold_5,0.9394518733024597,0.19430439174175262
