Folds,Test Acc,Test loss
fold_1,0.34480559825897217,1.0914666652679443
fold_2,0.3441682457923889,1.0957274436950684
fold_3,0.3441682457923889,1.0974794626235962
fold_4,0.5729764103889465,1.0038684606552124
fold_5,0.3441682457923889,1.0946919918060303
