Folds,Test Acc,Test loss
fold_1,0.6666666865348816,0.8729588985443115
fold_2,0.6647546291351318,0.8507385849952698
fold_3,0.6800509691238403,0.8891214728355408
fold_4,0.6845124363899231,0.7837635278701782
fold_5,0.6692160367965698,0.796928346157074
